Borehole_Name,Source_ID,From_Depth,To_Depth,Depth_Units,From_Depth_mbgs,To_Depth_mbgs,Int_Top_Depth,Int_Bot_Depth,Pri_Material,Sec_Material,Colour,Full_Text,Comment
SA-82-7,14,12,13.1,metres,12,13.1,12,13.1,clay and silt,,dark olive brown,"Clay and silt: dark olive brown, stratified clay grades at 12.2 m into stratified clayey silt; moderately soft, nonstained",Data extracted from AB_GEOL.mdb.
SA-82-7,14,13.1,13.4,metres,13.1,13.4,13.1,13.4,silt and sand,,light brown,"Silt and sand: interbedded, silt light brown, nonstained; sand fine, stratified, wet.",Data extracted from AB_GEOL.mdb.
SA-82-7,14,13.4,14.9,metres,13.4,14.9,13.4,14.9,till,,very dark grey-brown to dark olive grey,"Till: mottled from very dark gray-brown to dark olive gray 2.5Y 3/2 to 5Y 3/2, jointed to massive, hard, intensively iron stained along joints up to 1 cm, less iron stained below 14.5 m; inclusions of small dark gray shale pebbles and gypsum.",Data extracted from AB_GEOL.mdb.
SA-82-7,14,14.9,32.9,metres,14.9,32.9,14.9,32.9,till,,dark grey,"Till: dark gray 5Y 3/1, massive, hard, slightly iron stained from 14.9 to 16.1 m depth; layer of gray silt at 19.8 to 20.3 m",Data extracted from AB_GEOL.mdb.
SA-82-7,14,32.9,42,metres,32.9,42,32.9,42,till,,dark grey,"Till: silty, dark gray 5Y 3/1, moderately hard to soft, generally as above but much softer (easily breakable)",Data extracted from AB_GEOL.mdb.
SA-82-8,14,0,1.2,metres,0,1.2,0,1.2,fill,,,Road fill: mixed material,Data extracted from AB_GEOL.mdb.
SA-82-8,14,1.2,4,metres,1.2,4,1.2,4,sand,,light olive brown,"Sand: silty, fine with few stones, light olive brown, dry; loamy and grades into till at 3.3 to 4.0 m depth.",Data extracted from AB_GEOL.mdb.
SA-82-8,14,4,5.5,metres,4,5.5,4,5.5,till,,grey to olive brown,"Till: sandy, gray to olive brown 2.5Y 4/3, massive, moderately soft, generally nonstained only slightly at the bottom; very sharp contact with underlying unit",Data extracted from AB_GEOL.mdb.
SA-82-8,14,5.5,6.2,metres,5.5,6.2,5.5,6.2,till,,light olive brown,"Till: silty with few stones, light olive brown 2.5Y 4.5/4, moderately soft, intensively iron stained.",Data extracted from AB_GEOL.mdb.
SA-82-8,14,6.2,6.7,metres,6.2,6.7,6.2,6.7,silt and sand,,light olive brown,"Silt and sand: light olive brown; silty sand, fine",Data extracted from AB_GEOL.mdb.
SA-82-8,14,6.7,10,metres,6.7,10,6.7,10,sandstone,,light olive,"Bedrock: weathered sandstone, light olive, sand fine, well sorted, cemented in pieces",Data extracted from AB_GEOL.mdb.
SA-82-9,14,0,2.4,metres,0,2.4,0,2.4,till,,dark grey-brown,"Till: sandy, dark gray-brown 2.5Y 3.5/2, massive, moderately hard, generally nonstained only slightly at the bottom",Data extracted from AB_GEOL.mdb.
SA-82-9,14,2.4,4,metres,2.4,4,2.4,4,till,,dark yellow-brown,"Till: silty, dark yellow-brown 10YR 3/4, layered, moderately soft, contain layers of silt, iron staining increases downward from spots to concentration along joints and planes; gradational contact with underlying unit.",Data extracted from AB_GEOL.mdb.
SA-82-9,14,4,8.5,metres,4,8.5,4,8.5,till,,dark grey-brown to yellow-brown,"Till: mottled from dark gray-brown to yellow-brown 2.5Y 3/2 to 10YR 3/4, bedded and jointed in places, moderately hard, iron stained along joints",Data extracted from AB_GEOL.mdb.
SA-82-9,14,8.5,13.1,metres,8.5,13.1,8.5,13.1,till,,dark grey-brown to yellow-brown,Till: as above but with few stones and less iron stained,Data extracted from AB_GEOL.mdb.
SA-82-9,14,13.1,13.6,metres,13.1,13.6,13.1,13.6,silty sandy clay,,dark yellow-brown,"Lacustro till: silty sandy clay, dark yellow-brown 10YR 3/4, vaguely bedded, scarce stones",Data extracted from AB_GEOL.mdb.
SA-82-9,14,13.6,14.6,metres,13.6,14.6,13.6,14.6,diamicton,,dark brown,"Diamicton: sandy loam, very stony, dark brown 10YR 3/3, massive, compacted, nonstained.",Data extracted from AB_GEOL.mdb.
SA-82-9,14,14.6,15.1,metres,14.6,15.1,14.6,15.1,sand,,brown,"Sand: silty, fine, brown, stratified, moderately well sorted, dry, contain layers of silt",Data extracted from AB_GEOL.mdb.
SA-82-9,14,15.1,18,metres,15.1,18,15.1,18,diamicton,,brown,"Diamicton: as above but only few stones, layers of fine sand up to 20 cm thick",Data extracted from AB_GEOL.mdb.
SA-82-9,14,18,19.2,metres,18,19.2,18,19.2,till,,very dark grey brown,"Till: very dark gray-brown 2.5Y 3/2, massive, hard, iron stained in spots; a few lumps of dark gray till",Data extracted from AB_GEOL.mdb.
SA-82-9,14,19.2,19.8,metres,19.2,19.8,19.2,19.8,till,,olive grey,"Till: few stones, olive gray 5Y 5/2, massive, very hard, nonstained.",Data extracted from AB_GEOL.mdb.
SA-82-9,14,19.8,22.2,metres,19.8,22.2,19.8,22.2,sandstone,,pale olive grey,"Bedrock: sandstone, pale olive gray, fine, very hard",Data extracted from AB_GEOL.mdb.
SA-83-38,14,0,1.8,metres,0,1.8,0,1.8,silt,,light brown-grey to olive,"Silt: very fine, light brown-grey to olive, massive, dry, grades into clay. Munsell: 2.5Y 6/2 to 5Y 5.5/3.",
SA-83-38,14,1.8,3,metres,1.8,3,1.8,3,clay,,olive; dark grey-brown,"Clay: lacustrine, silty, olive, stratified, soft; layers of dark grey-brown clay; grades into diamicton. Munsell: 5Y 5.5/3.",
SA-83-38,14,3,5.8,metres,3,5.8,3,5.8,diamicton,,olive,"Diamicton: sandy loam, olive, massive, in places bedded, moderately hard to hard, nonstained, grades into sand. Munsell: 5Y 4/3.",
SA-83-38,14,5.8,7,metres,5.8,7,5.8,7,sand,,olive,"Sand: fine, silty, olive, massive, nonstained, grades into unit 5. Munsell: 5Y 4/3.",
SA-83-38,14,7,8,metres,7,8,7,8,sand,,olive,"Sand: fine to medium, olive, well sorted, clean, stones.",
SA-83-38,14,8,10.7,metres,8,10.7,8,10.7,gravel,,,"Gravel: coarse, rounded, mostly quartzites, poor sample recovery.",
SA-83-39,14,0,1.2,metres,0,1.2,0,1.2,sand,,pale olive,"Sand: very fine, silty, eolian to lacustrine, pale olive 5Y 6/3, massive.",Data extracted from AB_GEOL.mdb.
SA-83-39,14,1.2,2.7,metres,1.2,2.7,1.2,2.7,till,,dark grey-brown,"Till: sandy, dark gray-brown 2.5Y 4/2, moderately soft, nonstained, grades into unit 3.",Data extracted from AB_GEOL.mdb.
SA-83-39,14,2.7,5.5,metres,2.7,5.5,2.7,5.5,till,,olive brown,"Till: clayey silty, mottled from olive brown to dark gray brown to olive gray 2.5Y 4/4, layered, moderately hard, intensively iron stained; layers and lumps of olive gray till at 4.9 to 5.5 m depth; grades into unit 4.",Data extracted from AB_GEOL.mdb.
SA-83-39,14,5.5,7.2,metres,5.5,7.2,5.5,7.2,till,,olive brown,"Till: clayey, slightly mottled olive brown 2.5Y 4/4, moderately hard, less iron stained than unit 3; inclusions of lumps of olive gray till at 7.0 to 7.2 m depth; grades into unit 5",Data extracted from AB_GEOL.mdb.
SA-83-39,14,7.2,11.9,metres,7.2,11.9,7.2,11.9,till,,olive grey,"Till: clayey, olive gray 5Y 3/2, hard, nonstained, inclusions of green sandstone at 11.6 to 11.9 m depth; sharp contact with unit 6.",Data extracted from AB_GEOL.mdb.
SA-83-39,14,11.9,13.1,metres,11.9,13.1,11.9,13.1,sand,,grey,"Sand: fine, clayey loam, gray, a few stones, sharp contact with unit 7",Data extracted from AB_GEOL.mdb.
SA-83-39,14,13.1,14,metres,13.1,14,13.1,14,till,,very dark grey,"Till: sandy, very dark gray 5Y 3/1, hard, nonstained; few stones; sharp contact with unit 8",Data extracted from AB_GEOL.mdb.
SA-83-39,14,14,16.1,metres,14,16.1,14,16.1,sand,,grey,"Sand: fine, silty, gray, moist; a layer of gray till ~0.3 m thick at 15.4 m depth; sharp contact with unit 9",Data extracted from AB_GEOL.mdb.
SA-83-39,14,16.1,17.1,metres,16.1,17.1,16.1,17.1,till,,very dark grey,"Till: sandy, very dark gray 5Y 3/1, hard, nonstained, few stones; sharp contact with unit 10",Data extracted from AB_GEOL.mdb.
SA-83-39,14,17.1,17.7,metres,17.1,17.7,17.1,17.7,sand,,grey,"Sand: fine to coarse, gray, poorly sorted, poor sample recovery",Data extracted from AB_GEOL.mdb.
SA-83-39,14,17.7,23.8,metres,17.7,23.8,17.7,23.8,till,,very dark grey,"Till: sandy, very dark gray 5Y 3/1, hard, nonstained; layers of sand and diamicton at 17.7 to 19.2 m",Data extracted from AB_GEOL.mdb.
SA-83-39,14,23.8,25,metres,23.8,25,23.8,25,sand,,grey,"Sand: fine, silty clay loam, gray, massive, soft",Data extracted from AB_GEOL.mdb.
SA-83-39,14,25,26.8,metres,25,26.8,25,26.8,diamicton,,very dark grey,"Till (diamicton ?): clayey silty, very dark gray 5Y 3/1, vaguely bedded, moderately soft; few pebbles, mostly bedrock; grades into un it 14",Data extracted from AB_GEOL.mdb.
SA-83-39,14,26.8,33,metres,26.8,33,26.8,33,till,,very dark grey,"Till: sandy, very dark gray 5Y 3/1, massive, hard, nonstained",Data extracted from AB_GEOL.mdb.
SA-83-40,14,0,0.9,metres,0,0.9,0,0.9,till,,brown-grey,"Resorted till: sandy loam to silty loam, brown-gray, soft, few pebbles.",Data extracted from AB_GEOL.mdb.
SA-83-40,14,0.9,2.4,metres,0.9,2.4,0.9,2.4,till,,dark brown-grey,"Till: sandy, dark brown-gray 2.5Y 3/2, massive, moderately hard, nonstained above 1.8 m depth, slightly iron stained in blotches below 1.8 m depth; seams of fine yellow-brown sand; grades into unit 3",Data extracted from AB_GEOL.mdb.
SA-83-40,14,2.4,5.5,metres,2.4,5.5,2.4,5.5,till,,dark brown-grey to yellow-brown,"Till: clayey, mottled from dark brown-gray to yellow-brown 2.5Y 3/2 to 2.5Y 5/6, vaguely layered or jointed, hard, iron stained in joints and blotches, intensively iron stained below 3 m depth; layers and lumps of dark gray-brown till, very mottled below 4 m depth; grades into unit 4.",Data extracted from AB_GEOL.mdb.
SA-83-40,14,5.5,6,metres,5.5,6,5.5,6,till,,very dark grey brown,"Till: clayey, very dark gray-brown 2.5Y 3/2, massive, hard, nonstained, grades into unit 5.",Data extracted from AB_GEOL.mdb.
SA-83-40,14,6,7,metres,6,7,6,7,diamicton,,dark grey-brown to dark brown,"Diamicton: sandy loam, silty, mottled from dark gray-brown to dark brown 10YR 3/2 to 10YR 3/3, moderately soft, slightly iron stained in blotches; layers of fine loamy sand; grades into unit 6",Data extracted from AB_GEOL.mdb.
SA-83-40,14,7,8.8,metres,7,8.8,7,8.8,till,,dark olive grey to olive,"Till: clayey, mottled from dark olive gray to olive 5Y 3/2 to 5Y 4/3, massive, moderately hard, generally nonstained only very few little blotches of iron staining; grades into unit 7.",Data extracted from AB_GEOL.mdb.
SA-83-40,14,8.8,10,metres,8.8,10,8.8,10,till,,dark olive grey,"Till: clayey, slightly mottled dark olive gray 5Y 3/2, massive, hard, generally nonstained to slightly iron stained; layers of olive till.",Data extracted from AB_GEOL.mdb.
SA-83-40,14,10,10.8,metres,10,10.8,10,10.8,sand,,light grey,"Sand: fine, silty, light gray, massive, slightly compacted, moist",Data extracted from AB_GEOL.mdb.
SA-83-40,14,10.8,12.5,metres,10.8,12.5,10.8,12.5,till,,dark olive grey to very dark grey,"Till: clayey; slightly mottled from dark olive gray at 10.8 to 11.6 m depth, to very dark gray below 11.6 m depth 2.5Y 3/2 to 5Y 3/1 respectively, vaguely layered or jointed, hard, iron stained in layers; layers of gray-brown and a few seams of olive yellow fine sand, iron stained; grades into unit 10",Data extracted from AB_GEOL.mdb.
SA-83-40,14,12.5,20.7,metres,12.5,20.7,12.5,20.7,till,,very dark grey,"Till: sandy clayey, very dark gray 5Y 3/1, massive, hard, nonstained, grades into unit 11",Data extracted from AB_GEOL.mdb.
SA-83-40,14,20.7,26.8,metres,20.7,26.8,20.7,26.8,till,,very dark grey to black,"Till: transition, sandy, very dark gray to black, as unit 10 but very dense and dry (hard to drill), few pebbles, grades into unit 12",Data extracted from AB_GEOL.mdb.
SA-83-40,14,26.8,39.5,metres,26.8,39.5,26.8,39.5,till,,black,"Till : sandy, black 5Y 2.5/2, massive, very dense and dry (hard to drill , easy to break), nonstained, few stones",Data extracted from AB_GEOL.mdb.
SA-83-40,14,39.5,42.1,metres,39.5,42.1,39.5,42.1,sand,,light grey,"Sand: fine to medium, light gray, we 11 sorted, slightly compacted, moist",Data extracted from AB_GEOL.mdb.
SA-83-40,14,42.1,43.6,metres,42.1,43.6,42.1,43.6,till,,black,"Till : clayey, black 5Y 2.5/2, massive, moderately hard, nonstained",Data extracted from AB_GEOL.mdb.
SA-83-41,14,0,1.2,metres,0,1.2,0,1.2,till,,dark grey-brown,"Till: sandy, dark gray-brown 2.5Y 4/2, massive, soft, nonstained; seams of sand; inclusions of fine pebbles; grades into unit 2.",Data extracted from AB_GEOL.mdb.
SA-83-41,14,1.2,4.6,metres,1.2,4.6,1.2,4.6,till,,olive brown to grey-brown to grey,"Till: silty clayey, mottled from olive brown to gray-brown to gray 2.5Y 4/4, soft, moderately plastic, slightly to intensively iron stained; stony at 4.0 to 4.6 m depth.",Data extracted from AB_GEOL.mdb.
SA-83-41,14,4.6,5.8,metres,4.6,5.8,4.6,5.8,till,,very dark grey brown,"Till: clayey, very dark gray-brown 2.5Y 3/2, moderately hard, slightly iron stained in places; grades into unit 4.",Data extracted from AB_GEOL.mdb.
SA-83-41,14,5.8,7.9,metres,5.8,7.9,5.8,7.9,till,,grey to olive brown,"Till: clayey, mottled from gray to olive brown 5Y 3/2 to 2.5Y 4/4, massive, moderately hard, moderately iron stained, stony; more silty and less mottled at 7.2 to 7.9 m depth; grades into unit 5.",Data extracted from AB_GEOL.mdb.
SA-83-41,14,7.9,11.9,metres,7.9,11.9,7.9,11.9,diamicton,,olive brown,"Diamicton: sandy loam, olive brown 2.5Y 4/4, crumbly, soft, slightly iron stained; few pebbles, mostly fine; layers of loamy fine sand and till from 0.2 to 0.6 m thick; grades into unit 6.",Data extracted from AB_GEOL.mdb.
SA-83-41,14,11.9,14.6,metres,11.9,14.6,11.9,14.6,till,,dark grey to brown,"Till: clayey, mottled from dark gray to brown, hard, slightly to moderately iron stained; stony; seams of gray sand and silt; grades into unit 7.",Data extracted from AB_GEOL.mdb.
SA-83-41,14,14.6,16.5,metres,14.6,16.5,14.6,16.5,till,,very dark grey,"Till: very dark gray 5Y 3/1, massive, hard, nonstained, inclusions of gray siltstone and shale; well defined contact with unit 8",Data extracted from AB_GEOL.mdb.
SA-83-41,14,16.5,18.3,metres,16.5,18.3,16.5,18.3,diamicton,,very dark grey,"Diamicton, sand and silt: interbedded, very dark gray 5Y 3/1; diamicton: sandy, soft, nonstained; sand: fine, silty, moist; silt: fine; well defined contact with unit 9",Data extracted from AB_GEOL.mdb.
SA-83-41,14,18.3,25.6,metres,18.3,25.6,18.3,25.6,till,,very dark grey,"Till: silty, very dark gray 5Y 3/1, massive, moderately soft, nonstained; mostly fine pebbles, stony at 19 to 22 m depth; grades into unit 10",Data extracted from AB_GEOL.mdb.
SA-83-41,14,25.6,39,metres,25.6,39,25.6,39,till,,very dark grey,"Till: clayey, very dark gray 5Y 3/1, massive, hard, nonstained; stony, mostly coarse pebbles; a layer of sand and gravel possible at 30.0 to 31.4 m depth as water present; grades into unit 11",Data extracted from AB_GEOL.mdb.
SA-83-41,14,39,43.6,metres,39,43.6,39,43.6,till,,black,"Till: sandy clayey, black 5Y 2.5/2, massive, moderately hard, nonstained, dry",Data extracted from AB_GEOL.mdb.
SA-83-42,14,0,3.3,metres,0,3.3,0,3.3,silt,,grey-brown,"Silt: lacustrine, clayey, gray-brown 2.5Y 5/2, massive, compacted, no stones; grades into unit 2.",Data extracted from AB_GEOL.mdb.
SA-83-42,14,3.3,8.5,metres,3.3,8.5,3.3,8.5,silt and clay,,olive brown to light olive brown,"Silt and clay: interbedded, olive brown to light olive brown 2.5Y 4/4 to 2.5Y 5/4; silt: slightly clayey, fine, massive; clay: massive to layered, scarce pebbles, layering from 0.2 to 0.6 m thick; grades into unit 3.",Data extracted from AB_GEOL.mdb.
SA-83-42,14,8.5,13.4,metres,8.5,13.4,8.5,13.4,silt,,grey olive brown,"Silt: fine, gray olive brown 2.5Y 5/3, massive, scarce pebbles, grades into unit 4",Data extracted from AB_GEOL.mdb.
SA-83-42,14,13.4,16.2,metres,13.4,16.2,13.4,16.2,sand,,light olive brown,"Sand: fine to medium, light olive brown 2.5Y 5/4, moderately well sorted, clean, dry, a few coarse grains, no stones, grades into unit 5",Data extracted from AB_GEOL.mdb.
SA-83-42,14,16.2,28.6,metres,16.2,28.6,16.2,28.6,silt,,olive brown,"Silt: fine, slightly clayey, olive brown 2.5Y 4/4, massive, no stones, moist below 25.5 m depth",Data extracted from AB_GEOL.mdb.
SA-83-42,14,28.6,29.9,metres,28.6,29.9,28.6,29.9,clay,,dark grey,"Clay: lacustrine, silty, dark gray 5Y 2.5/1, thinly layered; sharp contact with unit 5 and underlying unit 7.",Data extracted from AB_GEOL.mdb.
SA-83-42,14,29.9,33.1,metres,29.9,33.1,29.9,33.1,diamicton,,dark grey,"Diamicton: sandy loam, silty, dark gray 5Y 3.5/1, massive, dense (hard to drill), nonstained; few stones; layers of clayey silt and clay ~0.5 m thick; gradational contact with unit 8",Data extracted from AB_GEOL.mdb.
SA-83-42,14,33.1,40.5,metres,33.1,40.5,33.1,40.5,till,,dark olive grey,"Till: clayey, dark olive gray 5Y 3/1.5, massive, moderately soft, nonstained, layers of sand and silt at 34 m depth",Data extracted from AB_GEOL.mdb.
SA-83-42,14,40.5,41.1,metres,40.5,41.1,40.5,41.1,till,,olive grey to light grey to rusty,"Till (local): mottled from olive gray to light gray to rusty, hard, numerous inclusions of bedrock; sharp contact with bedrock.",Data extracted from AB_GEOL.mdb.
SA-83-42,14,41.1,43.6,metres,41.1,43.6,41.1,43.6,siltstone,,dark grey,"Bedrock: siltstone, light gray, very hard to drill, no stones",Data extracted from AB_GEOL.mdb.
SA-83-43,14,0,1.2,metres,0,1.2,0,1.2,till,,grey-brown,"Resorted till: silty loam, sandy, gray-brown 2.5Y 5/2, few stones, grades into unit 2.",Data extracted from AB_GEOL.mdb.
SA-83-43,14,1.2,3.2,metres,1.2,3.2,1.2,3.2,till,,dark grey-brown,"Till: sandy, dark gray-brown 2.5Y 4/2, massive, moderately soft, generally nonstained only slightly iron stained in blotches at 1.2 to 2.4 m depth; moderately stony; a few streaks of white salt(?); grades into unit 3.",Data extracted from AB_GEOL.mdb.
SA-83-43,14,3.2,4.3,metres,3.2,4.3,3.2,4.3,till,,olive brown,"Till: silty, olive brown 2.5Y 4/4, massive, soft, iron stained in blotches; grades into unit 4.",Data extracted from AB_GEOL.mdb.
SA-83-43,14,4.3,5.8,metres,4.3,5.8,4.3,5.8,till,,dark grey-brown to olive brown,"Till: silty, mottled from dark gray-brown to olive brown 2.5Y 4/2 to 2.5Y 4/4, soft, intensively iron stained in blotches at 4.3 to 4.9 m depth, generally nonstained and clayey below 4.9 m depth; sharp contact with unit 5",Data extracted from AB_GEOL.mdb.
SA-83-43,14,5.8,8.8,metres,5.8,8.8,5.8,8.8,till,,dark brown,"Till: silty, slightly mottled dark brown 10YR 3/3, massive, moderately soft, generally nonstained; streaks of dark gray-brown till at 6.3 to 6.5 m depth; grades into unit 6.",Data extracted from AB_GEOL.mdb.
SA-83-43,14,8.8,14.6,metres,8.8,14.6,8.8,14.6,till,,grey-brown to olive brown,"Till: clayey silty, mottled from gray-brown to olive brown 2.5Y 5/2 to 2.5Y 4/4, moderately soft, disseminated iron staining; grades into unit 7.",Data extracted from AB_GEOL.mdb.
SA-83-43,14,14.6,16.2,metres,14.6,16.2,14.6,16.2,till,,dark grey-brown to grey,"Till: clayey, mottled from dark gray-brown to gray 2.5Y 4/2 to 5Y 3/2, hard, disseminated iron staining increases at the bottom, stony, grades into unit 8.",Data extracted from AB_GEOL.mdb.
SA-83-43,14,16.2,17.6,metres,16.2,17.6,16.2,17.6,till,,very dark grey brown,"Till: clayey, very dark gray-brown 10YR 3/2, massive, hard, nonstained; sharp contact with unit 9.",Data extracted from AB_GEOL.mdb.
SA-83-43,14,17.6,18.1,metres,17.6,18.1,17.6,18.1,clay,,dark brown,"Clay: lacustrine, silty, dark brown, stratified, plastic, sharp contact with unit 10",Data extracted from AB_GEOL.mdb.
SA-83-43,14,18.1,22.3,metres,18.1,22.3,18.1,22.3,till,,dark olive grey to olive brown to dark grey-brown,"Till: clayey, mottled from dark olive gray to olive brown to dark gray-brown 5Y 3/2 to 2.5Y 4/4 to 2.5Y 5/2 respectively, jointed, contorted, shiny surfaces in places as in shear planes, intensively iron stained; layers of plastic clay and incorporated stones; grades into unit 11.",Data extracted from AB_GEOL.mdb.
SA-83-43,14,22.3,23.7,metres,22.3,23.7,22.3,23.7,till,,dark brown,"Till: clayey, dark brown 10YR 3/3, massive, hard, nonstained to slightly iron stained, sharp contact with unit 12.",Data extracted from AB_GEOL.mdb.
SA-83-43,14,23.7,27.7,metres,23.7,27.7,23.7,27.7,till,,dark grey-brown to dark brown,"Till: sandy, mottled from dark gray-brown to dark brown and incorporation of olive brown, massive to crumbly, generally contorted appearance, very hard to drill, dry, iron stained in places, few stones; lumps and lenses of plastic chocolate brown stratified clay and silt; sharp contact with unit 13.",Data extracted from AB_GEOL.mdb.
SA-83-43,14,27.7,32.9,metres,27.7,32.9,27.7,32.9,sand,,olive-brown,"Sand: very fine, silty, pale olive brown, massive, compacted, dry, a few lumps of dark brown stratified clay; grades into unit 14",Data extracted from AB_GEOL.mdb.
SA-83-43,14,32.9,34.4,metres,32.9,34.4,32.9,34.4,silt,,brown,"Silt: fine, pale brown, massive, slightly compacted, nonstained, grades into unit 15",Data extracted from AB_GEOL.mdb.
SA-83-43,14,34.4,43.6,metres,34.4,43.6,34.4,43.6,sand,,brown,"Sand: very fine, silty, pale brown, moderately compacted, clean, dry; more compacted and inclusions of dark gray till pieces -2 cm in diameter and a few stones at 42.0 to 43.6 m depth",Data extracted from AB_GEOL.mdb.
SA-83-44,14,0,2.4,metres,0,2.4,0,2.4,silt,,olive brown,"Silt: clayey, olive brown 2.5Y 4/4, massive, dry, nonstained, no stones, grades into unit 2.",Data extracted from AB_GEOL.mdb.
SA-83-44,14,2.4,5.2,metres,2.4,5.2,2.4,5.2,clay,,dark grey-brown and olive brown,"Clay: varved, dark gray-brown and olive brown 2.5Y 4/2 and 2.5Y 4/4, plastic, no stones, grades into unit 3",Data extracted from AB_GEOL.mdb.
SA-83-44,14,5.2,5.8,metres,5.2,5.8,5.2,5.8,silt,,olive brown,"Silt: clayey, olive brown 2.5Y 4/4, massive, nonstained, moist, no stones, grades into unit 4",Data extracted from AB_GEOL.mdb.
SA-83-44,14,5.8,10,metres,5.8,10,5.8,10,clay,,,"Clay: as unit 2, sharp contact with unit 5.",Data extracted from AB_GEOL.mdb.
SA-83-44,14,10,11.6,metres,10,11.6,10,11.6,till,,olive brown,"Till: clayey sandy, olive brown 2.5Y 4/4, massive, nonstained; seams of very fine sand; sharp contact with unit 6.",Data extracted from AB_GEOL.mdb.
SA-83-44,14,11.6,11.9,metres,11.6,11.9,11.6,11.9,sand,,olive brown,"Sand: fine, slightly silty, olive brown, moist, sharp contact with unit 7",Data extracted from AB_GEOL.mdb.
SA-83-44,14,11.9,19.2,metres,11.9,19.2,11.9,19.2,till,,olive brown to very dark grey-brown,"Till: sandy, mottled from olive brown to very dark gray-brown 2.5Y 4/4 to 2.5Y 3/2, massive, moderately soft, moderately to intensively iron stained, generally stony; grades(?) into unit 8.",Data extracted from AB_GEOL.mdb.
SA-83-44,14,19.2,22.3,metres,19.2,22.3,19.2,22.3,till,,very dark grey,"Till: sandy, very dark gray 2.5Y 3/1, massive, moderately soft, iron stained in blotches; seams of very fine sand in places; grades(?) into unit 9.",Data extracted from AB_GEOL.mdb.
SA-83-44,14,22.3,35.4,metres,22.3,35.4,22.3,35.4,till,,very dark grey,"Till: silty, very dark gray 5Y 3/1, massive, moderately hard, nonstained, inclusions of siltstone at 33.5 to 34.5 m depth; a layer of sand and gravel at 26.8 to 28.3 m depth, water at ~27.0 m depth; poor sample recovery",Data extracted from AB_GEOL.mdb.
SA-83-44,14,35.4,38.7,metres,35.4,38.7,35.4,38.7,silt,,grey,"Silt: silt and silty loam, gray 5Y 5/1, crumbly, soft, nonstained; layers of dark gray silty till at 37.5 to 38.0 m depth; grades(?) into unit 11",Data extracted from AB_GEOL.mdb.
SA-83-44,14,38.7,43.7,metres,38.7,43.7,38.7,43.7,till,,dark olive grey,"Till: sandy, dark olive gray 5Y 3/2, massive, moderately hard, nonstained; slightly clayey at 40.5 to 43.6 m depth",Data extracted from AB_GEOL.mdb.
SA-83-45,14,0,1.8,metres,0,1.8,0,1.8,sandy loam,,dark grey-brown and olive brown,"Sandy loam: fine, olive brown 2.5Y 4/4, massive, nonstained, scarce pebbles, moist at 1.5 m depth.",Data extracted from AB_GEOL.mdb.
SA-83-45,14,1.8,3,metres,1.8,3,1.8,3,clay,,light olive brown,"Clay: light olive brown 2.5Y 5/4, layered, soft, plastic, no stones",Data extracted from AB_GEOL.mdb.
SA-83-45,14,3,5.8,metres,3,5.8,3,5.8,till,,olive brown,"Till: clayey, olive brown 2.5Y 4/4, mottled in places, interbedded with clay layers, intensively iron stained to 4 m depth, less iron stained below 4 m depth.",Data extracted from AB_GEOL.mdb.
SA-83-45,14,5.8,9.1,metres,5.8,9.1,5.8,9.1,till,,olive brown to very dark grey brown,"Till: sandy clayey, mottled from olive brown to very dark gray brown 2.5Y 4/4 to 2.5Y 3/2, massive, moderately soft, nonstained at 5.8 to 7.0 m depth, intensively iron stained below 7.0 m depth; generally stony; inclusions of bedrock sandstone at 7.0 to 8.5 m depth",Data extracted from AB_GEOL.mdb.
SA-83-46,14,0,3.6,metres,0,3.6,0,3.6,sandy loam,,dark grey-brown and olive brown,"Sandy loam: fine, olive brown 2.5Y 4/4, massive, nonstained, no stones, moist below 1.2 m depth.",Data extracted from AB_GEOL.mdb.
SA-83-46,14,3.6,6,metres,3.6,6,3.6,6,till,,dark grey-brown and olive brown,"Till: sandy silty, olive brown 2.5Y 4/4, massive, moderately soft, nonstained at 3.6 to 4.2 m depth, slightly iron stained in blotches below 4.2 m depth; mostly fine pebbles",Data extracted from AB_GEOL.mdb.
SA-83-46,14,6,7.9,metres,6,7.9,6,7.9,till,,olive brown,"Till: clayey sandy, mottled from olive to olive gray 5Y 4/3 to 5Y 4/2, massive, moderately hard, disseminated iron staining, stony",Data extracted from AB_GEOL.mdb.
SA-83-46,14,7.9,8.4,metres,7.9,8.4,7.9,8.4,sand,,dark grey-brown,"Sand: very fine, silty, dark gray-brown 2.5Y 4/2, well sorted, moist, no stones.",Data extracted from AB_GEOL.mdb.
SA-83-46,14,8.4,14.4,metres,8.4,14.4,8.4,14.4,till,,dark grey-brown to olive brown,"Till: sandy clayey, mottled from dark gray-brown to olive brown 2.5Y 4/2 to 2.5Y 4/4, massive, very hard, intensively iron stained, stony, layers of clay up to 5 cm thick.",Data extracted from AB_GEOL.mdb.
SA-83-46,14,14.4,14.9,metres,14.4,14.9,14.4,14.9,silt,,pale olive to dark olive grey to light olive brown,"Silt: clayey, color of layers from pale olive to dark olive gray to light olive brown 5Y 6/4 to 5Y 3/2 to 2.5Y 5/4 respectively, layered, moderately soft, nonstained, no stones",Data extracted from AB_GEOL.mdb.
